CustServCalls,RoamMins,Recommendations,DataUsage,MonthlyCharge,Churn_Probability,Churn_Signals,AccountWeeks,DayCalls
0,7.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.11,72.1,0.0071782488756821,high_cost: High charges in MonthlyCharge,137,96
0,9.8,No action needed,0.0,37.0,0.0285231195535898,None detected,136,75
0,14.0,No action needed,0.0,49.0,0.02330221863589,None detected,95,103
1,4.1,No action needed,1.11,57.1,0.0093277190173851,None detected,82,73
1,9.0,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,67.0,0.9356785593759468,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,145,116
1,10.5,No action needed,0.0,49.0,0.1162962569816547,None detected,56,114
2,10.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,56.0,0.1953137919112463,low_tenure: New or short-tenure customer,155,146
0,11.8,No action needed,0.0,37.0,0.1348860814090333,None detected,133,100
2,12.9,No action needed,0.0,37.0,0.0295712186418324,None detected,53,113
5,8.2,No action needed,0.0,61.0,0.3610347068614798,None detected,123,87
7,9.8,No action needed,0.0,49.0,0.1234180509822416,None detected,136,83
3,8.4,No action needed,0.0,46.0,0.0183204753573305,None detected,57,113
1,10.3,No action needed,0.0,37.0,0.0257946614125915,None detected,62,111
1,8.6,No action needed,0.0,37.0,0.0442864732523094,None detected,112,94
1,7.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.97,72.7,0.0083301157979136,high_cost: High charges in MonthlyCharge,55,91
6,6.3,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,41.0,0.9195218702865764,high_churn_probability: Model predicts high likelihood of churn,95,115
1,9.1,No action needed,0.0,58.0,0.1098488896075756,None detected,125,65
5,10.0,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.0,43.0,0.8228502458611047,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,1,106
6,8.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,2.16,64.6,0.5009822911916527,low_tenure: New or short-tenure customer,98,81
1,5.4,No action needed,0.0,58.0,0.0220706101236074,None detected,105,88
0,11.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.13,78.3,0.0266759872617857,high_cost: High charges in MonthlyCharge,113,102
3,7.9,No action needed,0.0,62.0,0.6261769341488583,None detected,99,44
1,8.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,39.0,0.0109706604585988,low_tenure: New or short-tenure customer,103,134
1,8.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,53.0,0.0283038664329895,low_tenure: New or short-tenure customer,177,81
0,10.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.75,76.5,0.047861024367948,high_cost: High charges in MonthlyCharge,149,132
1,13.9,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,63.0,0.8885430339203357,high_churn_probability: Model predicts high likelihood of churn,160,136
2,7.9,No action needed,0.0,37.0,0.03845095115784,None detected,116,54
1,6.4,No action needed,1.73,58.3,0.0308286304892155,None detected,90,94
0,9.6,No action needed,0.21,58.1,0.5347649788169235,None detected,148,81
2,10.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.73,73.3,0.2191560658576183,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,147,134
0,10.4,No action needed,0.0,28.0,0.0302400604810905,None detected,95,96
1,7.0,No action needed,0.24,58.4,0.0482553249119191,None detected,201,72
0,11.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,37.0,0.0305595802235227,low_tenure: New or short-tenure customer,80,89
1,11.5,No action needed,0.0,44.0,0.1964720245083077,None detected,122,117
0,6.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,46.0,0.0105699452355029,low_tenure: New or short-tenure customer,132,100
1,13.0,No action needed,0.0,54.0,0.0168916512679301,None detected,83,71
7,8.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.12,42.2,0.9461885369532428,high_churn_probability: Model predicts high likelihood of churn,99,107
3,14.3,No action needed,0.0,62.0,0.5632930173316001,None detected,84,86
1,9.7,No action needed,0.3,38.0,0.0405576631718443,None detected,46,67
2,8.9,No action needed,0.0,46.0,0.019283606462316,None detected,87,106
1,7.9,No action needed,0.0,53.0,0.0178287800674586,None detected,150,117
1,10.8,No action needed,0.43,52.3,0.0197834276059007,None detected,73,112
3,11.0,No action needed,0.0,60.0,0.0310403001017257,None detected,7,87
2,10.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.84,73.4,0.0253192368988007,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,89,105
3,13.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.34,34.4,0.8930647527701133,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,131,83
3,12.0,No action needed,0.0,59.0,0.0306237980396398,None detected,105,96
2,13.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.38,41.8,0.9115036376265754,high_churn_probability: Model predicts high likelihood of churn,108,114
1,8.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,2.24,64.4,0.0275470772739282,low_tenure: New or short-tenure customer,47,109
1,7.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,38.0,0.1517339510018602,low_tenure: New or short-tenure customer,101,116
1,11.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,3.13,65.3,0.0099849516290435,low_tenure: New or short-tenure customer,182,104
1,12.5,No action needed,0.0,48.0,0.0127960798338655,None detected,161,73
1,5.5,No action needed,0.0,65.0,0.6183394782405217,None detected,128,130
2,13.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.56,85.6,0.037458315188725,high_cost: High charges in MonthlyCharge,69,63
1,13.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,3.59,55.9,0.0493818240858661,low_tenure: New or short-tenure customer,113,63
0,7.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.11,85.1,0.0098868228203558,high_cost: High charges in MonthlyCharge,87,114
0,12.3,No action needed,0.21,60.1,0.0259050341317639,None detected,71,70
1,9.6,No action needed,0.0,54.0,0.0154376609296701,None detected,76,69
3,14.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.42,53.2,0.0178047433512104,low_tenure: New or short-tenure customer,87,109
1,11.5,No action needed,0.39,40.9,0.0177602538270615,None detected,117,82
3,8.9,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,65.0,0.9705471414254022,high_churn_probability: Model predicts high likelihood of churn,177,91
1,9.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,36.0,0.0118191023987168,low_tenure: New or short-tenure customer,95,104
1,16.2,No action needed,0.0,51.0,0.0199762637533616,None detected,76,78
2,10.5,No action needed,0.0,51.0,0.045025462421528,None detected,66,103
1,9.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.23,45.3,0.0300182774208045,low_tenure: New or short-tenure customer,110,124
3,14.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,49.0,0.0166913637484731,low_tenure: New or short-tenure customer,204,145
0,13.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.51,91.1,0.0243641588554261,high_cost: High charges in MonthlyCharge,32,97
5,6.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.81,81.1,0.1485259958910005,high_cost: High charges in MonthlyCharge,133,107
2,12.1,No action needed,0.0,34.0,0.0384940965681911,None detected,185,97
1,10.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.86,75.6,0.0112642800392281,high_cost: High charges in MonthlyCharge,103,78
1,11.1,No action needed,0.0,35.0,0.0328336720116074,None detected,91,100
2,5.2,No action needed,0.0,50.0,0.0083792718408449,None detected,131,89
0,11.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,41.0,0.0201238589752864,low_tenure: New or short-tenure customer,153,127
2,7.1,No action needed,1.92,62.2,0.0616266281853054,None detected,132,96
1,14.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.15,49.5,0.004799827153427,low_tenure: New or short-tenure customer,148,92
5,6.0,No action needed,0.0,62.0,0.2564308009634563,None detected,141,90
2,12.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,39.0,0.0115303642737439,low_tenure: New or short-tenure customer,105,102
3,13.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.25,61.5,0.5988545695045695,low_tenure: New or short-tenure customer,169,105
1,9.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.65,76.5,0.0106423655102,high_cost: High charges in MonthlyCharge,127,80
0,10.1,No action needed,0.0,32.0,0.0214480355706591,None detected,57,92
0,2.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.78,42.8,0.0079683323864738,low_tenure: New or short-tenure customer,123,87
4,13.9,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,3.75,74.5,0.8568600597470195,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,103,101
1,11.5,No action needed,0.0,38.0,0.0242561177123785,None detected,101,89
2,15.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,4.21,83.1,0.0135120916099657,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,123,105
6,10.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.92,82.2,0.1197728575156733,high_cost: High charges in MonthlyCharge,78,116
4,9.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.54,87.4,0.0389685570629635,high_cost: High charges in MonthlyCharge,101,96
1,12.5,No action needed,0.0,46.0,0.0216119380586117,None detected,129,98
0,9.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.48,70.8,0.010448328302639,high_cost: High charges in MonthlyCharge,67,114
3,14.0,No action needed,0.0,47.0,0.0093011867739178,None detected,37,116
3,12.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.26,40.6,0.2175993171139391,low_tenure: New or short-tenure customer,64,83
1,7.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,28.0,0.0236853834201502,low_tenure: New or short-tenure customer,173,103
1,13.6,No action needed,0.33,49.3,0.0148991863470885,None detected,135,115
1,11.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.02,87.2,0.0207313841578779,high_cost: High charges in MonthlyCharge,75,93
4,11.6,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,34.0,0.9728365120311244,high_churn_probability: Model predicts high likelihood of churn,88,112
3,9.4,No action needed,0.0,55.0,0.0176928142076619,None detected,112,112
0,6.5,No action needed,0.0,48.0,0.0190782509121678,None detected,113,137
2,6.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,1.73,48.3,0.0408680435612143,low_tenure: New or short-tenure customer,121,94
1,10.5,No action needed,0.0,42.0,0.0269023591888279,None detected,70,145
0,10.5,No action needed,0.22,44.2,0.0186602686689467,None detected,90,103
0,6.5,No action needed,0.0,33.0,0.0237321392159534,None detected,39,83
0,8.3,No action needed,0.42,57.2,0.0331846734095897,None detected,142,134
1,9.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.32,51.2,0.0124120001596265,low_tenure: New or short-tenure customer,176,101
1,8.5,No action needed,0.3,48.0,0.0129943236601079,None detected,105,81
2,10.5,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,66.0,0.9636199183957804,high_churn_probability: Model predicts high likelihood of churn,57,74
1,14.8,No action needed,0.24,28.4,0.0470739046104232,None detected,110,92
2,12.8,No action needed,0.0,46.0,0.0134951729853776,None detected,88,81
0,14.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,46.0,0.0086254128873921,low_tenure: New or short-tenure customer,95,119
3,15.6,No action needed,0.0,40.0,0.0334388076154589,None detected,147,83
4,13.5,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,43.0,0.9278547486171338,high_churn_probability: Model predicts high likelihood of churn,101,92
1,15.6,No action needed,0.0,49.0,0.0186074317075826,None detected,115,111
2,12.9,No action needed,0.0,40.0,0.0220238209636374,None detected,103,103
0,7.0,No action needed,0.0,51.0,0.0221713322267633,None detected,82,112
0,9.1,No action needed,0.0,52.0,0.0223717975864343,None detected,141,126
2,9.7,No action needed,0.0,47.0,0.0104909695012608,None detected,149,80
2,10.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,58.0,0.0136322800661708,low_tenure: New or short-tenure customer,131,123
1,7.3,No action needed,0.0,39.0,0.017305997837458,None detected,119,108
3,7.1,No action needed,0.26,53.6,0.0089146214722176,None detected,112,83
2,11.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.19,66.9,0.0162354513314232,high_cost: High charges in MonthlyCharge,116,103
3,8.4,No action needed,0.0,53.0,0.0259567726155491,None detected,94,98
2,12.4,No action needed,0.22,56.2,0.0169991120977472,None detected,90,93
0,13.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.51,89.1,0.0528081076915066,high_cost: High charges in MonthlyCharge,114,98
1,12.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.29,75.9,0.0302350022635808,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,63,137
4,8.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.33,70.3,0.8749642857142856,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,130,129
3,8.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.27,79.7,0.0087150899743557,high_cost: High charges in MonthlyCharge,122,83
3,7.2,No action needed,0.0,53.0,0.0121067917909663,None detected,166,93
0,10.1,No action needed,0.0,32.0,0.0206141784042703,None detected,62,98
2,9.5,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.57,72.7,0.0128777642951145,high_cost: High charges in MonthlyCharge,78,85
1,9.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.67,67.7,0.0147522614074826,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,148,91
3,12.0,No action needed,0.0,45.0,0.0879441065444866,None detected,154,122
1,6.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,1.7,61.0,0.0460246207737612,low_tenure: New or short-tenure customer,110,114
0,8.5,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,68.0,0.999875,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,75,106
2,7.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,2.0,66.0,0.0109279022308455,low_tenure: New or short-tenure customer,84,106
1,6.6,No action needed,0.27,32.7,0.0308388903040652,None detected,113,88
2,6.3,No action needed,1.7,64.0,0.0937823254670662,None detected,181,61
2,10.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,43.0,0.0086815142712121,low_tenure: New or short-tenure customer,51,88
0,14.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.86,102.6,0.0416084120876369,high_cost: High charges in MonthlyCharge,102,86
1,13.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,24.0,0.0213834655306376,low_tenure: New or short-tenure customer,107,95
5,7.9,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,38.0,0.9492553993616526,high_churn_probability: Model predicts high likelihood of churn,88,99
0,17.5,No action needed,0.21,46.1,0.0162238135613126,None detected,82,102
6,5.9,No action needed,0.0,52.0,0.2026035173984021,None detected,204,85
3,12.1,No action needed,0.0,51.0,0.0456864143057998,None detected,130,63
0,12.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,53.0,0.0451231311694699,low_tenure: New or short-tenure customer,174,108
2,12.1,No action needed,0.0,49.0,0.0188542669885409,None detected,129,113
3,10.0,No action needed,0.0,38.0,0.2021527495645209,None detected,190,55
3,11.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,54.0,0.2254157574881147,low_tenure: New or short-tenure customer,54,91
0,8.6,No action needed,0.0,52.0,0.0294042592164079,None detected,78,88
1,8.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.4,76.0,0.045551778902401,high_cost: High charges in MonthlyCharge,100,127
3,9.4,No action needed,2.54,64.4,0.0262847749193476,None detected,70,72
1,12.1,No action needed,0.35,34.5,0.0439128663045751,None detected,111,119
1,10.6,No action needed,0.0,36.0,0.0400775447301563,None detected,117,98
0,10.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,29.0,0.0152386442430512,low_tenure: New or short-tenure customer,68,93
2,8.2,No action needed,0.36,65.6,0.4311592001690721,None detected,27,95
1,10.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,37.0,0.0298232767990205,low_tenure: New or short-tenure customer,91,61
1,10.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.86,82.6,0.0085183276474967,high_cost: High charges in MonthlyCharge,181,93
3,9.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.65,91.5,0.019442149919072,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,118,106
2,10.0,No action needed,0.0,48.0,0.012853472912349,None detected,112,114
0,12.0,No action needed,0.0,47.0,0.0158338220162048,None detected,93,121
0,10.1,No action needed,0.0,45.0,0.0225945018167725,None detected,102,94
0,10.4,No action needed,0.0,46.0,0.0242614164419154,None detected,93,131
1,8.2,No action needed,2.21,63.1,0.0141681529403201,None detected,107,101
3,12.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.4,75.0,0.0158481246256324,high_cost: High charges in MonthlyCharge,100,123
2,13.2,No action needed,0.0,53.0,0.0124500067021829,None detected,115,111
0,10.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.78,79.8,0.0257767267419392,high_cost: High charges in MonthlyCharge,63,61
0,9.5,No action needed,0.0,58.0,0.0297960744025711,None detected,57,101
1,11.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.13,69.3,0.0119146475102758,high_cost: High charges in MonthlyCharge,119,100
1,9.1,No action needed,0.41,48.1,0.0129973383766996,None detected,73,92
2,11.0,No action needed,2.97,64.7,0.0611453312740542,None detected,98,71
0,11.2,No action needed,0.0,44.0,0.21919642510288,None detected,139,121
1,10.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.86,78.6,0.0198610903080031,high_cost: High charges in MonthlyCharge,31,116
1,11.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.08,80.8,0.0084929445218867,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,129,99
7,9.3,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,41.0,0.9168253350006168,high_churn_probability: Model predicts high likelihood of churn,115,89
2,14.0,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.27,71.7,0.9814583333333332,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,108,99
0,12.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.35,38.5,0.0107606194165691,low_tenure: New or short-tenure customer,139,110
4,10.0,No action needed,0.0,57.0,0.0418600366409646,None detected,102,125
1,8.8,No action needed,0.0,50.0,0.0148803381776482,None detected,149,83
2,13.1,No action needed,0.0,46.0,0.0372761624275326,None detected,113,143
1,5.2,No action needed,1.4,61.0,0.0205660736809565,None detected,131,100
0,11.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,34.0,0.0478108634193772,low_tenure: New or short-tenure customer,83,101
2,10.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.92,93.2,0.0292576099296442,high_cost: High charges in MonthlyCharge,96,95
1,8.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,41.0,0.0185489320988472,low_tenure: New or short-tenure customer,98,77
3,14.1,No action needed,0.0,49.0,0.0197502775192737,None detected,3,120
0,11.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.05,82.5,0.0184790167181852,high_cost: High charges in MonthlyCharge,77,84
3,9.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.54,79.4,0.0931351638567767,high_cost: High charges in MonthlyCharge,75,119
4,10.5,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.0,41.0,0.946666706974992,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,40,115
0,10.6,No action needed,0.0,60.0,0.0609345979303951,None detected,108,102
4,11.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,37.0,0.9611698453644576,high_churn_probability: Model predicts high likelihood of churn,100,96
3,10.2,No action needed,0.33,51.3,0.0169246535160639,None detected,16,100
2,5.6,No action needed,1.51,54.1,0.0091493903778228,None detected,115,110
3,8.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,2.35,62.5,0.0309111752722984,low_tenure: New or short-tenure customer,108,88
5,8.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.21,48.1,0.1792271125530611,low_tenure: New or short-tenure customer,107,76
2,7.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,75.0,0.9988333333333332,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,161,100
2,10.4,No action needed,0.26,51.6,0.0293205273402831,None detected,147,74
3,11.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,35.0,0.0165454233387823,low_tenure: New or short-tenure customer,107,94
1,10.8,No action needed,0.26,53.6,0.0171403322183865,None detected,120,123
1,10.3,No action needed,2.78,59.8,0.0684998682453509,None detected,107,83
3,14.7,No action needed,0.0,37.0,0.0298311043197616,None detected,58,96
2,13.3,No action needed,0.0,40.0,0.0173179050831374,None detected,91,121
2,7.1,No action needed,0.0,45.0,0.0185353940140128,None detected,13,139
5,15.2,No action needed,0.27,65.7,0.4589999999999999,None detected,104,127
1,10.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.89,87.9,0.0159054209814125,high_cost: High charges in MonthlyCharge,93,85
2,12.8,No action needed,0.22,49.2,0.0117652720134622,None detected,95,95
3,10.0,No action needed,0.34,38.4,0.0292357094300039,None detected,104,141
5,10.3,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.0,37.0,0.941075085052306,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,35,115
3,8.8,No action needed,0.0,50.0,0.0139811495795288,None detected,62,94
1,13.9,No action needed,0.0,52.0,0.0275531672975089,None detected,143,112
4,8.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,53.0,0.2159238144226122,low_tenure: New or short-tenure customer,62,91
0,11.0,No action needed,0.0,59.0,0.4548668653534007,None detected,60,97
1,11.9,No action needed,0.0,54.0,0.0208107071034633,None detected,41,138
2,10.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.89,75.9,0.0081496597722402,high_cost: High charges in MonthlyCharge,34,100
0,7.1,No action needed,0.25,64.5,0.5774722712558453,None detected,56,112
1,9.5,No action needed,0.28,56.8,0.0156189780874802,None detected,183,100
2,10.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,51.0,0.0114274988068389,low_tenure: New or short-tenure customer,94,111
2,6.3,No action needed,1.7,64.0,0.0334677874883232,None detected,73,117
2,9.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,33.0,0.017782845579625,low_tenure: New or short-tenure customer,123,94
3,10.4,No action needed,0.29,38.9,0.0234299125328987,None detected,64,97
4,6.2,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.0,40.0,0.7640928107987172,high_churn_probability: Model predicts high likelihood of churn,127,60
3,9.3,No action needed,0.0,49.0,0.0141790672585568,None detected,33,111
1,7.8,No action needed,0.0,60.0,0.169558540739014,None detected,27,67
0,2.1,No action needed,0.0,56.0,0.1128859531769368,None detected,123,99
2,10.0,No action needed,0.0,53.0,0.0171528364547473,None detected,148,95
0,13.3,No action needed,0.0,42.0,0.0369442776840535,None detected,81,121
2,6.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.86,82.6,0.0227002507741936,high_cost: High charges in MonthlyCharge,122,108
1,11.0,No action needed,0.0,58.0,0.0231309158431797,None detected,52,97
1,9.1,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.46,76.6,0.0136705093414212,high_cost: High charges in MonthlyCharge,91,101
