Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn_Probability,Churn_Prediction,Risk_Level,Churn_Signals,Recommendations
0,66,1,0,0.0,1,207.7,85,53.0,9.84,6.8,0.01216450675186874,0,low,None detected,No action needed
0,64,1,0,0.4,1,219.2,73,56.0,8.35,10.0,0.0216317420619536,0,low,None detected,No action needed
0,69,1,0,0.3,2,227.0,122,64.0,12.94,8.9,0.29360189286208493,0,medium,None detected,No action needed
0,116,1,0,0.0,3,245.9,73,63.0,12.01,8.9,0.47633493481645894,0,medium,None detected,No action needed
0,101,1,0,0.0,0,257.3,84,60.0,9.24,13.5,0.11305150977305363,0,low,None detected,No action needed
0,15,1,0,0.0,2,121.1,130,39.0,10.8,16.1,0.02995152967606987,0,low,None detected,No action needed
1,88,1,0,0.39,4,301.5,136,77.9,12.89,13.4,0.8788333333333334,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,197,1,0,0.0,0,233.9,96,59.0,10.95,9.5,0.06182985849660927,0,low,None detected,No action needed
1,50,0,0,0.34,2,99.6,108,47.4,15.44,13.7,0.8647147079837235,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,172,1,0,0.0,2,169.8,123,45.0,9.16,12.7,0.02147809474424274,0,low,None detected,No action needed
1,188,0,1,3.89,1,198.8,115,86.9,8.33,14.4,0.9839999999999999,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,85,0,0,0.0,3,116.2,86,40.0,11.49,10.1,0.1515148938352104,0,low,None detected,No action needed
1,103,0,0,0.0,1,255.9,128,56.0,7.05,12.1,0.1962189599930407,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,136,1,1,2.7,3,187.7,84,78.0,11.05,10.0,0.01488129476631237,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,155,1,1,2.32,0,195.9,91,75.2,10.7,8.6,0.013387004297432973,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,145,1,0,0.0,2,129.4,97,38.0,9.27,1.1,0.016704599479577642,0,low,None detected,No action needed
0,116,1,1,2.43,2,221.0,108,75.3,7.55,9.0,0.01522566332949031,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,152,1,0,0.0,2,140.5,92,40.0,9.34,9.5,0.012378223725579032,0,low,None detected,No action needed
1,65,0,0,0.31,0,277.9,123,64.1,7.79,9.2,0.7539870129870129,1,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
1,180,1,0,0.0,3,224.9,105,60.0,12.5,6.7,0.3045082216691076,0,medium,None detected,No action needed
0,67,1,0,0.0,0,109.1,117,38.0,10.87,12.8,0.02923871074701231,0,low,None detected,No action needed
0,60,1,0,0.0,0,207.8,109,46.0,6.18,5.7,0.016989633013320578,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,138,1,0,0.0,0,205.9,96,57.0,12.86,12.1,0.023626492182356462,0,low,None detected,No action needed
1,44,1,0,0.34,4,308.6,139,69.4,7.54,7.3,0.8735119047619048,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,25,1,0,0.33,2,242.6,69,63.3,10.45,14.4,0.32240180609551605,0,medium,None detected,No action needed
0,145,1,0,0.0,1,229.6,82,51.0,6.91,3.3,0.07561707392677292,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,122,1,1,2.08,2,166.0,62,69.8,11.7,7.7,0.009951191624572767,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,121,1,0,0.21,0,144.8,126,44.1,10.03,13.3,0.022627516898425997,0,low,None detected,No action needed
0,55,0,0,0.0,0,106.1,77,29.0,6.18,12.9,0.3022029591275373,0,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,77,1,0,0.0,1,221.8,84,52.0,8.3,13.2,0.012674795282154197,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,12,1,0,0.0,2,204.6,98,53.0,10.63,9.8,0.016149310353195077,0,low,None detected,No action needed
0,64,1,0,0.31,3,213.5,93,54.1,8.33,14.1,0.009206788095847518,0,low,None detected,No action needed
0,92,1,1,2.7,2,152.0,95,77.0,13.75,10.0,0.009326217524723353,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,125,0,1,4.59,1,260.8,81,104.9,8.19,17.0,0.8076666666666666,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,160,1,0,0.0,1,166.4,117,56.0,15.85,10.0,0.02908341581201037,0,low,None detected,No action needed
0,79,1,0,0.0,0,177.9,83,45.0,8.37,15.2,0.02203603331978326,0,low,None detected,No action needed
0,36,1,0,0.0,3,235.1,97,57.0,9.84,7.0,0.02159317525925337,0,low,None detected,No action needed
0,102,1,0,0.0,2,186.8,92,47.0,8.69,9.7,0.0097472425612311,0,low,None detected,No action needed
0,138,0,0,0.0,1,268.4,81,61.0,8.72,11.6,0.28088486110478933,0,medium,None detected,No action needed
0,164,1,0,0.0,3,192.1,95,54.0,12.49,7.3,0.018806178211367052,0,low,None detected,No action needed
1,125,1,0,0.0,0,240.7,82,64.0,13.47,10.1,0.8470427502728601,1,critical,high_churn_probability: Model predicts high likelihood of churn,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach
0,72,1,0,0.28,2,179.9,113,46.8,7.49,9.8,0.006900299862151909,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,74,1,0,0.0,3,314.1,86,73.0,11.12,12.3,0.9939761904761903,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,134,1,1,3.21,0,162.0,82,88.1,16.24,11.9,0.06075379125631664,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,145,1,0,0.0,1,175.8,89,54.0,13.72,12.4,0.03137828433645623,0,low,None detected,No action needed
0,136,1,0,0.0,0,109.4,91,37.0,10.38,11.6,0.06149268438400433,0,low,None detected,No action needed
1,209,1,0,0.0,3,255.1,124,63.0,11.53,8.5,0.6132976291657617,1,high,None detected,No action needed
0,66,0,0,0.28,3,208.7,84,53.8,8.67,8.3,0.07360764935360029,0,low,None detected,No action needed
0,152,1,1,2.13,1,214.6,108,66.3,4.83,7.9,0.02151648561205794,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,162,1,0,0.0,1,49.2,121,21.0,7.2,12.1,0.021709585661651418,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,72,1,0,0.2,2,141.3,133,38.0,6.75,11.2,0.012071672274325273,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,101,1,0,0.37,4,253.2,89,67.7,11.9,9.7,0.14455073226974752,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,125,1,0,0.0,0,206.0,128,52.0,9.91,13.2,0.02134753132361935,0,low,None detected,No action needed
0,46,1,0,0.0,2,40.4,105,22.0,8.62,9.0,0.048075655438085674,0,low,None detected,No action needed
1,132,1,0,0.0,1,291.2,104,70.0,11.71,8.9,0.9938333333333332,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,193,1,1,3.16,0,71.2,58,54.6,6.24,11.7,0.07550771365904385,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,63,1,0,0.0,0,261.8,69,66.0,12.25,14.7,0.8376548959107546,1,critical,high_churn_probability: Model predicts high likelihood of churn,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach
0,124,1,0,0.0,1,191.3,134,55.0,13.08,10.0,0.018566659856894957,0,low,None detected,No action needed
0,144,1,0,0.0,0,133.3,101,45.0,12.78,11.6,0.02378712688008539,0,low,None detected,No action needed
0,116,1,1,1.62,2,183.6,138,65.2,10.19,6.0,0.14829236687244518,0,low,None detected,No action needed
0,189,1,1,4.16,1,155.2,116,84.6,9.78,15.4,0.027773326822868215,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,97,1,1,1.65,1,283.1,93,80.5,9.27,6.1,0.09264607258064254,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,137,1,1,3.27,2,186.5,94,79.7,8.9,12.1,0.011204737928620818,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,142,1,1,1.16,0,163.3,104,51.6,6.8,4.3,0.011302184230899195,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,84,1,0,0.0,1,203.4,125,51.0,9.15,13.8,0.018758721465267258,0,low,None detected,No action needed
0,119,1,1,2.7,1,178.1,110,76.0,10.64,10.0,0.010205449907558983,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,158,1,0,0.0,1,195.9,103,41.0,4.46,10.3,0.019530904146903005,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,50,1,0,0.29,1,295.3,127,64.9,6.37,9.6,0.6285379389129386,1,high,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,98,1,0,0.39,2,136.1,82,40.9,7.82,10.1,0.010270625578538091,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,101,1,1,3.51,2,114.1,95,69.1,8.08,13.0,0.01502900431401883,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
1,182,1,0,0.0,2,279.1,124,63.0,9.03,9.5,0.804669628616997,1,critical,high_churn_probability: Model predicts high likelihood of churn,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach
0,51,1,0,0.0,0,169.3,111,41.0,6.98,12.0,0.013308225403578877,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,117,1,0,0.26,2,214.4,94,51.6,6.9,9.9,0.008571899080575388,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,92,0,0,0.0,0,255.8,125,56.0,7.14,11.7,0.21193830504755776,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,86,1,0,0.3,2,148.2,71,53.0,14.26,6.2,0.012078517704898326,0,low,None detected,No action needed
0,122,1,0,0.0,2,119.3,93,40.0,11.2,8.7,0.01963904063501108,0,low,None detected,No action needed
0,156,1,1,4.0,1,192.3,137,90.0,10.0,14.8,0.026603695229470654,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,127,1,0,0.0,0,245.2,91,61.0,10.86,13.9,0.31371805856975804,0,medium,None detected,No action needed
1,130,0,0,0.0,5,216.2,106,68.0,18.19,16.9,0.8426547619047617,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,158,1,0,0.0,2,172.4,114,52.0,12.83,0.0,0.01843491783900644,0,low,None detected,No action needed
0,145,0,1,3.0,1,175.3,107,73.0,7.67,11.1,0.0697115063179111,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
1,90,0,1,3.59,0,169.0,104,80.9,9.44,13.3,0.8818157291907294,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,127,1,1,2.48,3,2.6,113,47.8,12.7,9.2,0.020348082886179016,0,low,None detected,No action needed
0,109,1,0,0.0,1,184.1,143,50.0,10.59,9.9,0.02176055893418162,0,low,None detected,No action needed
0,88,1,0,0.27,1,181.9,90,46.7,7.58,7.5,0.005568381397883468,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,101,1,1,2.92,0,160.1,116,75.2,10.5,10.8,0.012502208101144345,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,171,1,0,0.25,0,189.8,122,50.5,8.69,10.3,0.011240084964488282,0,low,None detected,No action needed
0,21,1,0,0.0,1,223.2,142,57.0,10.83,12.4,0.03432624591737717,0,low,None detected,No action needed
0,145,1,1,2.89,2,216.0,94,84.9,11.26,10.7,0.01712635056904924,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,90,1,0,0.28,2,198.5,124,59.8,13.33,8.0,0.03873764479908492,0,low,None detected,No action needed
0,33,1,0,0.21,1,159.5,115,46.1,9.77,7.1,0.021691104558187128,0,low,None detected,No action needed
1,61,1,1,2.75,2,105.0,78,61.5,9.03,10.2,0.24521578433189528,0,low,None detected,No action needed
0,107,1,0,0.32,3,204.5,108,52.2,8.12,13.4,0.007027715703951519,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,147,1,0,0.0,0,274.0,92,67.0,11.59,6.2,0.9773333333333334,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,117,1,0,0.0,2,158.7,84,43.0,9.09,7.7,0.02271727911456025,0,low,None detected,No action needed
0,95,1,0,0.0,1,229.9,116,57.0,10.12,14.2,0.02206592638981274,0,low,None detected,No action needed
0,186,1,0,0.0,1,137.8,97,40.0,9.39,8.7,0.021771758267009052,0,low,None detected,No action needed
0,128,1,0,0.0,0,179.4,94,54.0,13.52,7.9,0.028135673461260516,0,low,None detected,No action needed
0,55,1,1,2.19,3,139.3,101,60.9,8.92,8.1,0.04432484190647636,0,low,None detected,No action needed
0,134,1,0,0.0,2,7.8,86,16.0,8.57,12.9,0.026108049733131553,0,low,None detected,No action needed
0,96,1,1,3.05,1,183.1,88,74.5,7.37,11.3,0.013768890446322114,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,107,1,0,0.35,0,206.9,79,61.5,13.12,10.7,0.055742074885274426,0,low,None detected,No action needed
0,123,1,0,0.0,2,140.0,106,37.0,7.69,12.5,0.013359600803705322,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,35,1,0,0.0,2,179.2,59,55.0,14.17,5.8,0.060780189115975033,0,low,None detected,No action needed
0,74,1,0,0.0,0,177.4,136,51.0,12.02,12.0,0.01663815873704031,0,low,None detected,No action needed
0,130,1,0,0.23,1,115.6,129,36.3,8.39,12.6,0.04705070216514244,0,low,None detected,No action needed
1,137,0,0,0.0,0,237.3,103,56.0,8.84,14.2,0.8995045612114579,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,88,1,0,0.31,1,181.5,116,50.1,9.35,10.5,0.008733151880802502,0,low,None detected,No action needed
0,80,1,0,0.0,3,51.5,90,23.0,8.2,9.5,0.027128892002991886,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,116,1,1,2.21,3,155.7,104,65.1,9.27,8.2,0.012498348937002404,0,low,None detected,No action needed
0,123,1,1,4.02,2,245.0,88,105.2,13.25,14.9,0.06136232391982567,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,120,1,0,0.0,1,131.7,99,37.0,8.16,10.7,0.025485664821820363,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,146,0,0,0.0,1,111.1,126,46.0,15.67,10.5,0.21600922565268568,0,low,None detected,No action needed
0,106,1,1,2.21,3,88.5,100,65.1,16.24,8.2,0.14733229972199877,0,low,None detected,No action needed
0,121,1,1,3.24,1,116.0,85,65.4,7.51,12.0,0.020170700358277737,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,137,1,0,0.23,1,155.5,81,40.3,6.66,9.1,0.014571012808538078,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,84,1,1,1.54,2,106.5,65,53.4,11.29,5.7,0.009172560952205347,0,low,None detected,No action needed
0,67,1,1,3.56,1,175.2,68,82.6,9.96,13.2,0.027154318598202404,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,161,1,0,0.0,4,154.7,84,42.0,8.89,5.9,0.8902587221006222,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
1,134,1,1,1.65,2,247.2,105,78.5,11.28,6.1,0.3715692362995769,0,medium,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,62,0,1,3.56,0,218.4,93,93.6,11.84,13.2,0.8603933136433135,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,120,1,1,2.43,1,227.5,81,83.3,11.75,9.0,0.02229165405760377,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,130,1,1,2.0,0,185.0,117,73.0,12.48,7.4,0.007029070306397701,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,20,1,0,0.0,2,186.8,89,54.0,12.67,12.3,0.024154670732421647,0,low,None detected,No action needed
0,68,1,0,0.0,1,158.8,119,45.0,10.59,10.3,0.030212651724396508,0,low,None detected,No action needed
0,112,1,0,0.0,0,208.7,150,54.0,10.64,8.5,0.062037158904002625,0,low,None detected,No action needed
0,77,1,0,0.0,3,185.9,95,50.0,10.6,11.3,0.015620261300308923,0,low,None detected,No action needed
0,109,1,0,0.0,2,222.5,74,53.0,8.49,9.0,0.014152535385244849,0,low,None detected,No action needed
0,108,1,0,0.0,3,201.1,101,49.0,8.54,11.6,0.012514186427982235,0,low,None detected,No action needed
0,79,1,1,2.46,1,167.9,114,74.6,12.19,9.1,0.011103262954996862,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,119,1,0,0.21,3,239.1,88,64.1,12.18,10.9,0.7294977952305122,1,critical,high_churn_probability: Model predicts high likelihood of churn,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach
1,38,1,0,0.42,5,175.7,109,52.2,10.59,9.2,0.4577416821364999,0,medium,None detected,No action needed
1,109,1,1,2.43,6,111.2,90,66.3,13.18,9.0,0.8755504626092862,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities
0,78,1,0,0.0,1,87.7,74,34.0,10.74,10.8,0.02010684944972564,0,low,None detected,No action needed
0,134,1,0,0.0,0,244.1,99,63.0,12.35,7.2,0.40445310737042073,0,medium,None detected,No action needed
0,47,1,1,2.08,2,165.0,89,59.8,6.37,7.7,0.02592274139229839,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,59,1,1,2.46,0,127.4,110,55.6,5.17,9.1,0.03615141145355463,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,151,1,0,0.0,0,194.8,106,58.0,14.64,5.5,0.029565250557562952,0,low,None detected,No action needed
0,129,1,0,0.0,1,54.7,131,32.0,12.81,11.1,0.01930012653767425,0,low,None detected,No action needed
0,107,1,1,3.89,2,283.4,104,106.9,11.21,14.4,0.10702553605099789,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,137,0,0,0.21,0,258.0,112,67.1,12.33,10.9,0.5789799006622894,1,high,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,76,1,0,0.38,1,90.5,142,37.8,10.59,9.3,0.02944151797950191,0,low,None detected,No action needed
0,24,1,0,0.0,0,235.6,132,50.0,5.8,16.2,0.04559460671401893,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,169,1,0,0.0,2,142.5,82,44.0,11.57,10.0,0.014726538148959937,0,low,None detected,No action needed
0,30,1,0,0.0,1,54.0,68,25.0,8.97,10.2,0.0342707660418341,0,low,None detected,No action needed
0,70,1,0,0.0,3,214.8,87,48.0,6.55,9.4,0.028263579804319552,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,52,0,0,0.0,0,251.4,118,60.0,9.83,11.0,0.6430229014821959,1,high,None detected,No action needed
0,3,1,0,0.0,4,139.0,99,45.0,12.54,6.1,0.3728883486190175,0,medium,None detected,No action needed
0,38,1,0,0.0,2,117.3,114,38.0,10.44,14.4,0.037185490850066824,0,low,None detected,No action needed
0,104,1,0,0.0,3,264.0,108,57.0,6.61,10.6,0.017665007517297503,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,27,1,0,0.0,1,82.6,105,32.0,10.2,9.1,0.05304994566332073,0,low,None detected,No action needed
0,166,0,1,3.08,1,175.8,126,82.8,12.68,11.4,0.09690180897099479,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,13,1,0,0.0,2,220.4,100,56.0,10.56,13.6,0.022914908870625052,0,low,None detected,No action needed
0,52,1,0,0.0,2,217.0,104,50.0,7.62,11.8,0.009679864187783924,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,114,1,1,3.13,1,129.0,77,78.3,14.5,11.6,0.01856056080001228,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,156,1,0,0.42,1,150.5,106,43.2,7.65,3.5,0.006610263123218521,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,90,1,1,3.0,0,193.3,66,86.0,13.17,11.1,0.01003722426654779,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,62,1,0,0.0,2,189.5,122,42.0,5.19,10.8,0.009111117045065514,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,82,1,1,2.97,2,137.8,95,73.7,11.78,11.0,0.015092311611820133,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,52,1,0,0.0,3,129.3,80,35.0,7.14,12.3,0.0386849978569084,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,146,1,0,0.0,1,115.6,77,38.0,10.68,10.7,0.02109025653470688,0,low,None detected,No action needed
0,120,1,1,1.94,2,221.9,114,79.4,12.74,7.2,0.026264516000563655,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,130,1,0,0.0,1,263.7,113,61.0,9.33,18.3,0.6099453770765616,1,high,None detected,No action needed
0,90,1,0,0.24,1,61.3,91,29.4,9.72,11.4,0.019415460873692246,0,low,None detected,No action needed
0,147,0,0,0.0,1,183.8,113,46.0,8.24,10.1,0.23017038238669688,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
